Movie_Name,Genres,Cast,Original_Language,Vote_Average,Budget_USD
Murder in a Small Town,"['Crime', 'Drama', 'Mystery']","['Rossif Sutherland', 'Kristin Kreuk', 'Mya Lowe', 'Aaron Douglas', 'Fritzy-Klevans Destine', 'Savonna Spracklin', 'Fiona Vroom', 'Dakota Guppy', 'Lucas Bryant', 'Alisha Newton', 'Paloma Kwiatkowski', 'Crystal Balint', 'Vic Michaelis', 'Noah Reid', 'Gardiner Millar', 'Liza Huget', 'Claire Friesen', 'Kate Gajdosik']",['English'],6.8,$0
The Watchers,"['Fantasy', 'Horror', 'Mystery', 'Thriller']","['Dakota Fanning', 'Georgina Campbell', 'Olwen Fouéré', 'Oliver Finnegan', 'Alistair Brammer', 'John Lynch', 'Siobhan Hewlett', 'Hannah Dargan', 'Emily Dargan', 'Joel Figueroa', 'Thabile Michelle Hlongwane', 'Anthony Morris', ""Shane O'Regan"", 'Jim Tighe', 'Zarima McDermott', 'Morgan Bailey-Rocks', 'Christian Bailey-Rocks', 'Eabha Connolly']",['English'],5.7,$0
Bird,['Drama'],"['Nykiya Adams', 'Franz Rogowski', 'Barry Keoghan', 'Jason Buda', 'Jasmine Jobson', 'Frankie Box', 'James Nelson-Joyce', 'Jason Williamson', 'Sarah Beth Harber', 'Rhys Yates', 'Joanne Matthews', 'Kirsty J. Curtis', 'Calum Speed', 'Andrew Richard Bryant']",['English'],7.0,$0
Culpa Tuya,"['Drama', 'Romance']","['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas', 'Iván Sánchez', 'Eva Ruiz', 'Víctor Varona', 'Gabriela Andrada', 'Álex Béjar', 'Goya Toledo', 'Javier Morgade', 'Jaime Ordóñez', 'Noah Casas', 'Sergi Mateu', 'Felipe Londoño', 'Paloma Catalán', 'Mariano Venancio', 'Fran Berenguer', 'Pedro Gutiérrez']",['Spanish'],5.2,$0
The Killer,"['Action', 'Thriller']","['Nathalie Emmanuel', 'Omar Sy', 'Sam Worthington', 'Diana Silvers', 'Saïd Taghmaoui', 'Angeles Woo', 'Éric Cantona', 'Tchéky Karyo', 'Grégory Montel', 'Hugo Diego Garcia', 'Michaël Erpelding', 'Aurélia Agel', 'Guillaume Kerbusch', 'Fabrice Scott', 'Kelian Maréchaux', 'Elie Haddad', 'Lydie Muller', 'Etienne Guillou-Kervern']",['English'],5.7,$30.0M
Caddo Lake,"['Drama', 'Mystery', 'Thriller']","[""Dylan O'Brien"", 'Eliza Scanlen', 'Caroline Falk', 'Lauren Ambrose', 'Sam Hennings', 'Diana Hopper', 'Eric Lange', 'David Maldonado', 'Zedrick Tinsley', 'Jules Hilillo Fernandez', 'Lance E. Nichols', 'Gina Limbrick', 'Greysen Conley', 'Elizabeth Feliciano', 'Margaret A. Rolfs', ""D'Keyvin Cook"", 'Jim Hancock', 'Shelly Blue']",['English'],6.9,$0
Sugar Baby,['Thriller'],"['Nina Bloomgarden', 'Carmen Christopher', 'James Tupper', 'Theo Germaine', 'Mary Beth Barone', 'Bree Essrig', 'Behzad Dabu', 'Alexander Chard', 'Paige Collins', 'Jay Walker', 'Yaya Ogun', 'Nathaniel Moore']",['Not_Found'],4.5,$0
Blitz,"['Action', 'Drama', 'History', 'War']","['Saoirse Ronan', 'Harris Dickinson', 'Benjamin Clémentine', 'Kathy Burke', 'Paul Weller', 'Stephen Graham', 'Elliott Heffernan', 'John Mackay', 'Adam Somner', 'Liam Smith', 'Sue Maund', 'Steve Paget', 'Sally Messham', 'Tom Crawley', 'Erin Kellyman', 'Hayley Squires', 'Joshua McGuire', 'Jonathan Kemp']",['English'],6.2,$0
Brilliant Minds,['Drama'],"['Zachary Quinto', 'Tamberla Perry', 'Ashleigh LaThrop', 'Alex MacNicoll', 'Aury Krebs', 'Spence Moore II', 'Teddy Sears', 'Gray Powell', 'Donna Murphy', 'Jaden Waldman', 'Alex Ozerov-Meyer', 'Rainbow Sun Francks', 'Dorrett White', 'Ted Sutherland', 'Julia Chan', 'Kiki Hammill', 'Nisa Gunduz', 'Simon Webster']",['English'],7.1,$0
The Tattooist of Auschwitz,"['Drama', 'History', 'Romance', 'War']","['Jonah Hauer-King', 'Anna Próchniak', 'Melanie Lynskey', 'Harvey Keitel', 'Jonas Nay', 'Tallulah Haddon', 'Mili Eshet', 'Maja Wolska', 'Avital Lvova', 'Yali Topol Margalith', 'Phénix Brossard', 'Adam Karst', 'Yoav Rotman', 'Frederik von Lüttichau', 'Alexander Schuster', 'Gonny Gaakeer', 'Andrei Nova', 'Erika Kaar']","['German', 'Slovak', 'English']",8.0,$0
Cuckoo,"['Horror', 'Mystery', 'Thriller']","['Hunter Schafer', 'Jan Bluthardt', 'Marton Csokas', 'Jessica Henwick', 'Dan Stevens', 'Mila Lieu', 'Greta Fernández', 'Proschat Madani', 'Astrid Bergès-Frisbey', 'Konrad Singer', 'Kalin Morrow', 'Johannes Benecke', 'Veronika Bachfischer', 'Joshua Hupfauer', 'Philipp Arnold', 'Conny Brandt', 'Christoph Cordes', 'Massimiliano Monticciollo']","['English', 'German', 'French', 'American Sign Language']",5.7,$7.0M
Madame Web,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Dakota Johnson', 'Sydney Sweeney', 'Isabela Merced', ""Celeste O'Connor"", 'Tahar Rahim', 'Mike Epps', 'Emma Roberts', 'Adam Scott', 'Kerry Bishé', 'Zosia Mamet', 'José María Yazpik', 'Kathy-Ann Hart', 'Josh Drennen', 'Yuma Feldman', 'Miranda Adekoje', 'Deirdre McCourt', 'Naheem Garcia', 'Jill Hennessy']","['English', 'Spanish']",4.0,$80.0M
Goodrich,"['Comedy', 'Drama']","['Michael Keaton', 'Mila Kunis', 'Danny Deferrari', 'Poorna Jagannathan', 'Kimberly Condict', 'Vivien Lyra Blair', 'Jacob Kopera', 'Noa Fisher', 'Jessica Heller', 'Nico Hiraga', 'Kevin Pollak', 'Andrew Leeds', 'Monique Moses', 'Michael Urie', 'Carlos Solórzano', 'Chloe Troast', 'Liza Treyger', 'Carmen Ejogo']",['English'],6.3,$0
Twilight of the Warriors: Walled In,"['Action', 'Crime', 'Thriller']","['Louis Koo', 'Sammo Kam-Bo Hung', 'Richie Jen', 'Raymond Lam', 'Chun-Him Lau', 'Philip Ng', 'Tony Tsz-Tung Wu', 'German Cheung', 'Chung-Chi Cheung', 'Cecilia Choi', 'Aaron Kwok', 'Wing-Cheong Law', 'Wayne LeGette', 'Katarina Ching-Sum Li', 'Kit-Wa Li', 'Fish Liew', 'Tsun-Hung Liu', 'Benjamin Shing-Hei Sze-Ma']","['Cantonese', 'Mandarin']",7.0,$39.0M
Road House,"['Action', 'Drama', 'Thriller']","['Jake Gyllenhaal', 'Daniela Melchior', 'Conor McGregor', 'Billy Magnussen', 'Jessica Williams', 'B.K. Cannon', 'Joaquim de Almeida', 'Post Malone', 'Lukas Gage', 'Dominique Columbus', 'Arturo Castro', 'JD Pardo', 'Beau Knapp', 'Hannah Love Lanier', 'Kevin Carroll', 'Bob Menery', 'Darren Barnet', 'Travis Van Winkle']",['English'],6.2,$85.0M
When the Phone Rings,"['Drama', 'Mystery', 'Romance', 'Thriller']","['Yoo Yeon-seok', 'Chae Soo-bin', 'Heo Nam-jun', 'Jang Gyu-ri', 'Im Chul-soo', 'Yoo Seong-ju', 'Oh Hyun-kyung', 'Han Jae-yi', 'Jung Dong-hwan', 'Choi Kwang-il', 'Choo Sang-mi', 'Kim Jun-Bae', 'Shin Yeon-Woo', 'Song Hoon', 'Choi Woo-jin', 'Yang Jo-ah', 'Derek Chouinard', 'Song Jin-Hee']","['Korean', 'Korean Sign Language']",5.6,$0
Argylle,"['Action', 'Comedy', 'Thriller']","['Henry Cavill', 'Bryce Dallas Howard', 'Sam Rockwell', 'Bryan Cranston', 'Daniel Singh', 'Dua Lipa', 'Ariana DeBose', 'Richard E. Grant', 'John Cena', 'Jason Fuchs', 'Tomás Paredes', 'Bobby Holland Hanton', 'Greg Townley', 'Alaa Habib', 'Clementine Vaughn', 'Raagni Sharma', 'Chip', 'Jing Lusi']",['English'],5.6,$200.0M
Don't Move,"['Horror', 'Thriller']","['Kelsey Asbille', 'Finn Wittrock', 'Moray Treadwell', 'Daniel Francis', 'Denis Kostadinov', 'Kate Nichols', 'Skye Little Wing Dimov Saw', 'Sarah Sarandos', 'Zainab Azizi', 'Dylan Beam']",['English'],5.8,$0
Azrael,"['Action', 'Horror']","['Vic Carmen Sonne', 'Samara Weaving', 'Nathan Stewart-Jarrett', 'Johhan Rosenberg', 'Eero Milonoff', 'Sebastian Bull', 'Rea Lest', 'Phong Giang', 'Katariina Unt', 'Sonia Roszczuk', 'Valentin Tzin', 'Vincent Willestrand', 'Karen Bengo', 'Peter Christoffersen', 'Felix Leech', 'Ekke Märten Hekles', 'Robin Liksor', 'Karl Edgar Tammi']","['None', 'Esperanto']",5.4,$12.0M
The Union,"['Action', 'Comedy', 'Thriller']","['Mark Wahlberg', 'Halle Berry', 'J.K. Simmons', 'Mike Colter', 'Alice Lee', 'Jessica De Gouw', 'Adewale Akinnuoye-Agbaje', 'Jackie Earle Haley', 'Lucy Cork', 'Patch Darragh', 'James McMenamin', 'Juan Carlos Hernández', 'Stephen Campbell Moore', 'Cory English', 'Adam Collins', 'Julianna Kurokawa', 'Kai Martin', 'Alex Merry']",['English'],5.4,$0
The Idea of You,"['Comedy', 'Drama', 'Romance']","['Anne Hathaway', 'Nicholas Galitzine', 'Ella Rubin', 'Annie Mumolo', 'Reid Scott', 'Perry Mattfeld', 'Jordan Aaron Hall', 'Mathilda Gianopoulos', 'Meg Millidge', 'Cheech Manohar', 'Raymond Cham Jr.', 'Jaiden Anthony', 'Viktor White', 'Dakota Adan', 'Roxy Rivera', 'Graham Norton', 'Grace Junot', 'Jon Levine']",['English'],6.3,$0
Monkey Man,"['Action', 'Crime', 'Thriller']","['Dev Patel', 'Sharlto Copley', 'Pitobash', 'Jatin Malik', 'Sikandar Kher', 'Sobhita Dhulipala', 'Makrand Deshpande', 'Ashwini Kalsekar', 'Vipin Sharma', 'Adithi Kalkunte', 'Jomon Thomas', 'Pehan Abdul', 'Brahim Chab', 'Suhaimi', 'Vijay Kumar', 'Jino A. Samuel', 'Kalih Dewantoro', 'Alan Jiraiya']","['English', 'Hindi']",6.8,$10.0M
Fallen,['Fantasy'],"['Jessica Alexander', 'Gijs Blom', 'Timothy Innes', 'Josefine Koenig', 'Sarah Niles', 'Alexander Siddig', 'Lawrence Walker', 'Esmé Kingdom', 'Indeyarna Donaldson-Holness', 'Maura Bird', 'Laura Majid', 'Sam Bell', 'Nick Wittman', 'Courtney Chen', 'Géza Kovács', 'Thanh-Huy Phan', 'Harry Szovik', 'Jeremy Wheeler']",['English'],6.4,$0
Teacup,"['Horror', 'Sci-Fi', 'Thriller']","['Yvonne Strahovski', 'Scott Speedman', 'Chaske Spencer', 'Emilie Bierre', 'Luciano Leroux', 'Caleb Dolden', 'Boris McGiver', 'Kathy Baker', 'Rob Morgan', 'Diany Rodriguez', 'Adelina Anthony', 'Bill Heck', 'Ashley Shelton', 'Luis Valladares', 'Jackson Kelly', 'Holly A. Morris', 'Jeremy Conner', 'Alice Kremelberg']",['English'],6.3,$0
Damsel,"['Action', 'Adventure', 'Fantasy']","['Millie Bobby Brown', 'Ray Winstone', 'Angela Bassett', 'Brooke Carter', 'Nick Robinson', 'Robin Wright', 'Milo Twomey', 'Nicole Joseph', 'Patrice Naiambana', 'Ulli Ackermann', 'Mens-Sana Tamakloe', 'Ezra Faroque Khan', 'Tasha Lim', 'Brogan Mcfarlane', 'Sonya Nisa', 'Esther Odumade', 'Margarita Ren', 'Eloise Shephard Taylor']",['English'],6.1,$70.0M
A Mistaken Surrogate for the Ruthless Billionaire,"['Short', 'Drama', 'Romance']","['Danny Farber', 'Mélia Lisette', 'Anna DeRusso', 'Dorothy Mannine', 'Evan Faunce', 'Juliette Cecile', 'Nicole Dionne']",['English'],7.7,$0
Doctor Odyssey,['Drama'],"['Joshua Jackson', 'Phillipa Soo', 'Sean Teale', 'Don Johnson', 'Marcus Emanuel Mitchell', 'Rick Cosnett', 'Jacqueline Toboni', 'Laura Harrier', 'Gina Gershon', 'Sheri Effres', 'Amy Sedaris', 'Kelsea Ballerini', 'John Stamos', 'Rachel Dratch', 'Shania Twain', 'Margo Martindale', 'Loretta Devine', 'Cheyenne Jackson']",['English'],5.9,$0
Avatar: The Last Airbender,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Mystery']","['Gordon Cormier', 'Kiawentiio', 'Ian Ousley', 'Dallas Liu', 'Paul Sun-Hyung Lee', 'Daniel Dae Kim', 'Matthew Yang King', 'Ken Leung', 'Ruy Iskandar', 'Elizabeth Yu', 'Lim Kay Siu', 'Utkarsh Ambudkar', 'Amber Midthunder', 'Casey Camp-Horinek', 'Thalia Tran', 'Momona Tamada', 'Ryan Mah', 'Meadow Kingfisher']",['English'],7.2,$0
Mussolini: Son of the Century,"['Biography', 'Drama', 'History']","['Luca Marinelli', 'Francesco Russo', 'Barbara Chichiarelli', 'Benedetta Cimatti', 'Gaetano Bruno', 'Massimo De Lorenzo', 'Fulvio Falzarano', 'Maurizio Lombardi', 'Gianmarco Vettori', 'Amedeo Gullà', 'Federico Majorana', 'Lorenzo Zurzolo', 'Vincenzo Nemolato', 'Gabriele Falsetta', 'Giovanni Alfieri', 'Federico Mainardi', 'Daniele Trombetti', 'Gianluca Gobbi']",['Italian'],8.3,$0
Territory,"['Adventure', 'Drama', 'Western']","['Anna Torv', 'Michael Dorman', 'Robert Taylor', 'Sam Corlett', 'Philippa Northeast', 'Sara Wiseman', 'Clarence Ryan', 'Jay Ryan', 'Sam Delich', 'Kylah Day', 'Joe Klocek', 'Hamilton Morris', 'Matthew Sunderland', 'Greta van den Brink', 'Dan Wyllie', 'Jake Ryan', 'Tyler Spencer', 'Tuuli Narkle']",['English'],6.9,$0
Hisaab Barabar,"['Comedy', 'Drama', 'Thriller']","['Madhavan', 'Neil Nitin Mukesh', 'Kirti Kulhari', 'Rashami Desai', 'Shaunak Duggal', 'Asad Alvi', 'Prem Anand', 'Manish Bambha', 'Akshay Bhagat', 'Manu Rishi Chadha', 'Aishwarya Chaturvedi', 'Ayushi Chaturvedi', 'Rekha Dubey', 'Manoj Dutt', 'Imran Hasnee', 'Rajesh Jais', 'Kalyani Jha', 'Jitender']",['Hindi'],5.7,$0
The Outrun,['Drama'],"['Saoirse Ronan', 'Paapa Essiedu', 'Nabil Elouahabi', 'Izuka Hoyle', 'Freya Evans', 'Seamus Dillane', 'David Garrick', 'Aniya Sekkanu', 'Stephen Dillane', 'Saskia Reeves', 'Liam Smith', 'Eilidh Fisher', 'Jacqui Hirst', 'Nicola Kilpatrick', 'Dawn Johnson', 'Jack Rooke', 'David Hills', 'Lauren Lyle']",['English'],6.9,$0
Sunray: Fallen Soldier,['Action'],"['Tip Cullen', 'Tom Leigh', 'Luke Solomon', 'Steven Blades', 'Will Bowden', 'Nicholas Clarke', 'Daniel Davids', 'Ben Fogg', 'Andy Gatenby', 'Kevin Golding', 'Karlina Grace-Paseda', 'Colin J Howells', 'Gemma Knight Jones', 'Dimitris Kafataris', 'Franky Lankester', 'Aaron Mackenzie', 'Alex Montagnani', 'Isabel Murgelas']",['English'],4.3,$0
Ghostbusters: Frozen Empire,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']","['Paul Rudd', 'Carrie Coon', 'Finn Wolfhard', 'Mckenna Grace', 'Kumail Nanjiani', 'Patton Oswalt', ""Celeste O'Connor"", 'Logan Kim', 'Emily Alyn Lind', 'James Acaster', 'Bill Murray', 'Dan Aykroyd', 'Ernie Hudson', 'Annie Potts', 'William Atherton', 'Shelley Williams', 'Chris Tummings', 'John Rothman']","['English', 'Korean', 'French']",6.1,$100.0M
Mr. & Mrs. Smith,"['Action', 'Comedy', 'Crime', 'Thriller']","['Donald Glover', 'Maya Erskine', 'Paul Dano', 'Parker Posey', 'Beverly Glover', 'Wagner Moura', 'Alexander Skarsgård', 'Sharon Horgan', 'Ron Perlman', 'Dave Attell', 'Moise Morancy', 'John Turturro', 'Billy Campbell', 'Tamara Torres', 'Dontae Hawkins', 'Martinus Tocchi', 'Úrsula Corberó', 'Michaela Coel']",['English'],7.0,$0
Land of Bad,"['Action', 'Thriller']","['Liam Hemsworth', 'Russell Crowe', 'Luke Hemsworth', 'Ricky Whittle', 'Milo Ventimiglia', 'Chika Ikogwe', 'Daniel MacPherson', 'Robert Rabiah', 'Jack Finsterer', 'Chris Masters Mah', 'Lincoln Lewis', 'Lachlan Engeler', 'Miguel Usares', 'Timothy Latimer', 'Michael Joaquin', 'Joey Vieira', 'Gunner Wright', 'Eric Zivic']",['English'],6.6,$16.5M
Thukra Ke Mera Pyaar,['Romance'],"['Kapil Kanpuriya', 'Dhaval Thakur', 'Sanchita Basu', 'Sushil Pandey', 'Shikha Chauhan', 'Rohann Sharma', 'Anshuman Mishra', 'Riddhima Dwivedi', 'Chandrahas Pandey', 'Palak Jain', 'Neeta Satnani', 'Govind Pandey', 'Aniruddh Dave']",['Hindi'],6.6,$0
Solo Leveling: ReAwakening,"['Animation', 'Action', 'Adventure', 'Fantasy']","['Taito Ban', 'Drew Breedlove', 'Seth Fuentes', 'Aleks Le', 'Reina Ueda', 'Rebecca Wang']",['Japanese'],8.6,$0
The 8 Show,"['Comedy', 'Drama', 'Horror', 'Mystery', 'Thriller']","['Park Jeong-min', 'Chun Woo-hee', 'Ryu Jun-yeol', 'Lee Joo-young', 'Bae Sung-woo', 'Moon Jeong-Hee', 'Park Hae-joon', 'Lee Yeol-eum', 'Rich Ting', 'Ell', 'Yuuki Luna', 'Nicole Fong', 'Lee Zoo Young', 'Anzu Lawson', 'Oh Eun-Seo', 'Jeon Su-ji', 'Seo Min-Seong', 'Min-Jung Park']",['Korean'],7.2,$0
The Sticky,"['Comedy', 'Crime']","['Margo Martindale', 'Chris Diamantopoulos', 'Guillaume Cyr', 'Gita Miller', 'Guy Nadon', 'Mickaël Gouin', 'Suzanne Clément', 'Joseph Bellerose', 'Michel Perron', ""Mark O'Brien"", 'Vickie Papavs', 'Meegwun Fairbrother', 'Tristan D. Lalla', 'Jason Cavalier', 'Peter Seaborne', 'Jamie Lee Curtis', 'Cat Lemieux', 'Sampreet Arneja']",['English'],7.0,$0
No Other Land,['Documentary'],"['Yuval Abraham', 'Basel Adra', 'Hamdan Ballal']","['Arabic', 'English', 'Hebrew']",8.3,$0
Dark Match,"['Action', 'Horror']","['Ayisha Issa', 'Steven Ogg', 'Mo Adan', 'Sara Canning', 'Chris Jericho', 'Jonathan Cherry', 'Michael Eklund', 'Stephanie Wolfe', 'Leo Fafard', 'Mitch Clark', 'Jonathan Lepine', 'Justin Lawrick', 'Andrew Lewis', 'Dave Mercer', 'Gord Marriott', 'Skene Kittle', 'Matthew Alden', 'Ross Clendening']",['English'],5.6,$0
Miller's Girl,"['Comedy', 'Drama']","['Martin Freeman', 'Jenna Ortega', 'Bashir Salahuddin', 'Gideon Adlon', 'Dagmara Dominczyk', 'Christine Adams', 'Augustine Hargrave', 'Elyssa Samsel', 'Ray Fawley', 'Trace Haynes', 'André Wilkerson']",['English'],5.2,$4.0M
Y2K,"['Comedy', 'Horror', 'Sci-Fi']","['Jaeden Martell', 'Rachel Zegler', 'Julian Dennison', 'Daniel Zolghadri', 'Lachlan Watson', 'Fred Durst', 'Kyle Mooney', 'Eduardo Franco', 'Mason Gooding', 'The Kid Laroi', 'Lauren Balone', 'Alicia Silverstone', 'Tim Heidecker', 'Maureen Sebastian', 'Miles Robbins', 'Ellie Ricker', 'Jacob Moskovitz', 'Daniel Dale']",['English'],4.9,$0
Absolution,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Liam Neeson', 'Daniel Diemer', 'Javier Molina', 'Jimmy Gonzales', 'Ron Perlman', 'Brian A. White', 'William Xifaras', 'John Duddy', 'Ryan Caraway', 'Yolonda Ross', 'Bruce Busta Soscia', 'Hans Petter Moland', 'Ryan Homchick', 'Kate Avallone', 'Rose Mallick', 'Frankie Shaw', 'Terrence Pulliam', 'Josh Drennen']",['English'],5.2,$30.0M
Humane,"['Horror', 'Thriller']","['Jay Baruchel', 'Emily Hampshire', 'Peter Gallagher', 'Enrico Colantoni', 'Sebastian Chacon', 'Alanna Bale', 'Sirena Gulamgaus', 'Uni Park', 'Martin Roach', 'Franckie Francois', 'Joel Gagne', 'Blessing Adedijo', 'Natalia Gracious', 'Yanna McIntosh', 'Tara Spencer-Nairn', 'Lisa Berry', 'David Cronenberg', 'Colm Feore']",['English'],5.5,$0
Amaran,"['Action', 'Biography', 'Drama', 'War']","['Sivakarthikeyan', 'Sai Pallavi', 'Bhuvan Arora', 'Rahul Bose', 'Lallu', 'Shreekumar', 'Umair Lateef', 'Mir Salman', 'Geetha Kailasam', 'Shyamaprasad', 'Shyam Mohan', 'Anbu Thasan', 'Ajaey Naga Raaman', 'Gaurav Venkatesh', 'Abhinav Raj', 'Paul T Baby', 'Sugamya Shankar', 'Rohan Surya Kanuma Reddy']",['Tamil'],8.2,$0
Marvel Rivals,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['Yuri Lowenthal', 'Josh Keaton', 'Fred Tatasciore', 'Joe Zieja', 'Travis Willingham', 'Troy Baker', ""Liam O'Brien"", 'James Mathis III', 'Daniel Marin', 'Nolan North', 'Adam Harrington', 'Abby Trott', 'Sally Amaki', 'Judy Alice Lee', 'Mara Junot', 'James Arnold Taylor', 'Kate Higgins', 'Bill Millsap']","['English', 'Japanese', 'Mandarin']",8.0,$0
Knuckles,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","['Idris Elba', 'Adam Pally', 'Stockard Channing', 'Edi Patterson', 'Kid Cudi', 'Ellie Taylor', 'Alice Wren Tregonning', 'Jaimi Barbakoff', 'Fergus Craig', 'Rory McCann', 'Cary Elwes', 'Julian Barratt', 'Rob Huebel', 'Christopher Lloyd', 'Paul Scheer', 'Owen Warren', ""Colleen O'Shaughnessey"", 'Ben Schwartz']",['English'],6.1,$0
A Family Affair,"['Comedy', 'Drama', 'Romance']","['Nicole Kidman', 'Zac Efron', 'Joey King', 'Kathy Bates', 'Liza Koshy', 'Wes Jetton', 'Ian Gregg', 'Sarah Baskin', 'Zele Avradopoulos', 'Vince Pisani', 'Sherry Cola', 'Olivia Macklin', 'Vee Bhakta', 'Maxel Amador', 'Seoum Tylor Aun', 'Gissette Valentin', 'Brooks Ashmanskas', 'Lily LaGravenese']",['English'],5.3,$0
Happy's Place,['Not_Found'],"['Reba McEntire', 'Belissa Escobedo', 'Pablo Castelblanco', 'Melissa Peterman', 'Rex Linn', 'Tokala Black Elk', ""Michael O'Neill"", 'Steve Howey', 'Anthony Norman', 'Matthew Gilmore', 'Emma Kenney', 'Justina Machado', 'Jeremiah Brannan', 'Amy Crofoot', 'Joy McElveen', 'Anthea Neri Best', 'Eben Ham', 'Cheryl Francis Harrington']",['English'],5.7,$0
Ted,['Comedy'],"['Seth MacFarlane', 'Max Burkholder', 'Alanna Ubach', 'Scott Grimes', 'Giorgia Whigham', 'Ara Hollyday', 'Liz Richman', 'Marissa Shankar', 'Penny Johnson Jerald', 'Charly Jordan', 'Ian McKellen', 'Chelsea Davison', 'Charlotte Fountain-Jardim', 'Erin Moore', 'Jack Seavor McDonald', 'Julius Sharpe', 'Francesca Xuereb', 'Dustin Wayne']",['English'],7.9,$0
Cruel Intentions,['Drama'],"['Sarah Catherine Hook', 'Zac Burgess', 'Savannah Lee Smith', 'Sara Silva', 'John Kim', 'Khobe Clarke', 'Brooke Lena Johnson', 'Sean Patrick Thomas', 'Zeke Goodman', 'Cynthia Ritchie', 'Isabella Tagliati', 'Nia Cummins', 'Claire Forlani', 'Devonyae Mitchell', 'Andrea Pavlovic', 'Megan Dallan', 'Mich Ward', 'Dawn Ngo']",['English'],5.5,$0
Drive-Away Dolls,"['Action', 'Comedy', 'Thriller']","['Margaret Qualley', 'Geraldine Viswanathan', 'Beanie Feldstein', 'Joey Slotnick', 'C.J. Wilson', 'Colman Domingo', 'Pedro Pascal', 'Bill Camp', 'Matt Damon', 'Connie Jackson', 'Annie Gonzalez', 'Gordon MacDonald', 'Sam Vartholomeos', 'John Menchion', 'Michael Counihan', 'Abby Hilden', 'Haley Holmes', 'Fatima Fine']",['English'],5.4,$0
Hysteria!,"['Horror', 'Thriller']","['Emjay Anthony', 'Chiara Aurelia', 'Kezii Curtis', 'Nikki Hahn', 'Anna Camp', 'Julie Bowen', 'Jessica Treska', 'Elijah Richardson', ""Aline O'Neill"", 'Bruce Campbell', 'Nolan North', 'Eric Tiede', 'Jessica Luza', 'Jennie Page', 'Seydou Maiga', 'Milly Shapiro', 'Garret Dillahunt', 'Drew Waters']",['English'],7.1,$0
Dragon Ball Daima,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']","['Masako Nozawa', 'Yumiko Kobayashi', 'Kôki Uchiyama', 'Stephanie Nadolny', 'Aaron Dismuke', 'Nia Celeste', 'Ai Fairouz', 'Mai Nakahara', 'Yûdai Mino', 'Tomohiro Yamaguchi', 'Shôtarô Morikubo', 'Reimi', 'Yôko Hikasa', 'Taylor Murphy', 'Veronica Laux', 'Tom Laflin', 'Nasim Benelkour', ""Jun'ya Enoki""]",['Japanese'],8.0,$0
X-Men '97,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['George Buza', 'Cal Dodd', 'Holly Chou', 'Ray Chase', 'Jennifer Hale', 'Lenore Zann', 'Matthew Waterson', 'Alison Sealy-Smith', 'JP Karliak', 'Ross Marquand', 'Gui Agustini', 'Terri Douglas', 'Arthur Ortiz', 'Catherine Disher', 'Chris Britton', 'Robin Atkin Downes', 'Michael Ralph', 'Matthew Wood']",['English'],8.8,$0
Ludwig,"['Comedy', 'Crime', 'Drama', 'Mystery']","['David Mitchell', 'Anna Maxwell Martin', 'Dipo Ola', 'Sophie Willan', 'Gerran Howell', 'Izuka Hoyle', 'Dylan Hughes', 'Dorothy Atkinson', 'Ralph Ineson', 'Jakub Bednarczyk', 'Karl Pilkington', 'Derek Jacobi', 'Anton Cross', 'Hammed Animashaun', 'Adam Ali', 'Mia Austen', 'Raychel Addo', 'Natali McCleary']",['English'],8.1,$0
Joy,"['Biography', 'Drama', 'History']","['Thomasin McKenzie', 'James Norton', 'Bill Nighy', 'Rish Shah', 'Nikolay Shulik', 'Adrian Lukis', 'Surinder Duhra', 'Toby Williams', 'Joanna Scanlan', 'Robert Wilfort', 'Tanya Moodie', 'Ruth Madeley', 'Josephine Jones', 'Jemima Rooper', 'Lydia Jones', 'Cecily Cleeve', 'Lyllia-Rose Redmond', 'Alice Bennett']",['English'],7.1,$0
Horizon: An American Saga - Chapter 2,"['Drama', 'Western']","['Todd Allen', 'Arthur Anderson', 'Austin Archer', 'Charles Baker', 'Stefania Barr', 'Jon Beavers', 'Ryan Begay', 'Michael Todd Behrens', 'Reed Birney', 'Liam Bradford', 'Dan Bringhurst', 'Aimee-Lynn Chadwick', 'Chris Conner', 'Kevin Costner', 'Alejandro Edda', 'Tom Everett', 'Lindsay Foster', 'Isabelle Fuhrman']",['English'],7.1,$0
