Movie_Name,Genres,Cast,Original_Language,Vote_Average,Budget_USD
The Life of Chuck,"['Drama', 'Fantasy', 'Sci-Fi']","['Karen Gillan', 'Harvey Guillén', 'Matthew Lillard', 'Molly C. Quinn', 'Tom Hiddleston', 'Mia Sara', 'Samantha Sloyan', 'Violet McGraw', 'Mark Hamill', 'Michael Trucco', 'David Dastmalchian', 'Chiwetel Ejiofor', 'Jacob Tremblay', 'Kate Siegel', 'Annalise Basso', ""Q'orianka Kilcher"", 'Lauren LaVera', 'Carl Lumbly']",['English'],7.8,$0
Those About to Die,"['Action', 'Drama']","['Iwan Rheon', 'Sara Martins', 'Jojo Macari', 'Moe Hashim', 'Tom Hughes', 'Gonçalo Almeida', 'Dimitri Leonidas', 'Gabriella Pession', 'Rupert Penry-Jones', 'Anthony Hopkins', 'Pepe Barroso', 'Eneko Sagardoy', 'Kyshan Wilson', 'Alice Ann Edogamhe', 'Jóhannes Haukur Jóhannesson', 'Alessandro Bedetti', 'Martyn Ford', 'Jarreth J. Merz']",['English'],6.7,$0
Interior Chinatown,"['Crime', 'Drama']","['Jimmy O. Yang', 'Ronny Chieng', 'Chloe Bennet', 'Sullivan Jones', 'Lisa Gilroy', 'Archie Kao', 'Diana Lin', 'Tzi Ma', 'Annie Chang', 'Chau Long', 'Lauren Tom', 'Chris Pang', 'Michael Harney', 'Allan McLeod', 'Marlon Young', 'Maury Sterling', 'Spencer Neville', 'Raji Ahsan']",['English'],7.1,$0
How to Make Millions Before Grandma Dies,"['Comedy', 'Drama', 'Family']","['Putthipong Assaratanakul', 'Usha Seamkhum', 'Sanya Kunakorn', 'Sarinrat Thomas', 'Pongsatorn Jongwilas', 'Tontawan Tantivejakul', 'Duangporn Oapirat', 'Himawari Tajiri', 'Wattana Subpakit', 'Sumalee Suteeratham', 'Phichai Prommate', 'Buppa Suttisanon']",['Thai'],8.0,$0
Maharaja,"['Action', 'Crime', 'Drama', 'Thriller']","['Vijay Sethupathi', 'Anurag Kashyap', 'Mamta Mohandas', 'Natarajan Subramaniam', 'Abhirami', 'Divya Bharathi', 'Singampuli', 'Aruldoss', 'Munishkanth', 'Sachana Namidass', 'Vinod Sagar', 'Manigandan', 'Kaalaiyan', 'Lizzie Antony', 'Mullai Arasi', 'Bharathiraja', 'Thenappan P.L.', 'Poovaiyar']",['Tamil'],8.4,$2.4M
Thelma,"['Action', 'Comedy']","['June Squibb', 'Fred Hechinger', 'Richard Roundtree', 'Parker Posey', 'Clark Gregg', 'Hilda Boulware', 'Chase Kim', 'Carol Cetrone', 'Sheila Korsi', ""Annie O'Donnell"", 'Zoë Worth', 'David Giuliani', 'Ruben Rabasa', 'Nicole Byer', 'Quinn Beswick', 'Bunny Levine', 'Annie Korzen', 'Coral Peña']",['English'],7.0,$0
The Children's Train,"['Drama', 'History']","['Barbara Ronchi', 'Serena Rossi', 'Stefano Accorsi', 'Christian Cervone', 'Francesco Di Leva', 'Antonia Truppo', 'Monica Nappo', 'Dora Romano', 'Beatrice Schiros', 'Ivan Zerbinati', 'Lucio Morano', 'Jacopo Pagano Guerrieri', 'Domenico Rea', 'Sophia Cecere', 'Gennaro Apicella', 'Giorgia Arena', 'Alberto Astorri', 'Stefano Cenci']",['Italian'],7.4,$0
Salem's Lot,"['Horror', 'Thriller']","['Lewis Pullman', 'Makenzie Leigh', 'Jordan Preston Carter', 'Alfre Woodard', 'Bill Camp', 'John Benjamin Hickey', 'Nicholas Crovetti', 'Spencer Treat Clark', 'Pilou Asbæk', 'Alexander Ward', 'Danielle Perry', 'Debra Christofferson', 'William Sadler', 'Timothy John Smith', 'Mike Kaz', 'Cade Woodward', 'Joseph Marrella', 'Declan Lemerande']",['English'],5.6,$0
Riff Raff,"['Comedy', 'Crime']","['Jennifer Coolidge', 'Ed Harris', 'Gabrielle Union', 'Miles J. Harvey', 'Emanuela Postacchini', 'Lewis Pullman', 'Bill Murray', 'P.J. Byrne', 'Scott Michael Campbell', 'Lucinda Carr', 'Craig Castaldo', 'Michael Angelo Covino', 'Pete Davidson', 'Brooke Dillman', 'Tom Johnson', 'Eli Massillon', 'Derrick Simmons', 'Sage Spielman']",['English'],7.7,$0
The Intruder,['Thriller'],"['David Gow', 'Steve McNair', 'Monica Bell', 'Cody Robinson', 'Nora Hahn', 'Austin Butler', 'Eric Skiles', 'Wesley Stilwell', 'David Brinson', 'Nancy Brame']",['English'],4.8,$10.0K
Uglies,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']","['Joey King', 'Brianne Tju', 'Keith Powers', 'Chase Stokes', 'Laverne Cox', 'Charmin Lee', 'Jay DeVon Johnson', 'Jan Luis Castellanos', 'Sarah Vattano', 'Ashton Essex Bright', 'Zamani Wilder', 'Joseph Echavarria', 'Gabriella Garcia', 'Ash Maeda', 'Jordan Sherley', 'Paria Akbarshahi', 'Jessica Craig', 'Ashley Lambert']",['English'],4.7,$0
Reagan,"['Biography', 'Drama', 'History']","['Dennis Quaid', 'Penelope Ann Miller', 'Jon Voight', 'Mena Suvari', 'David Henrie', 'Tommy Ragen', 'Kevin Dillon', 'Mark Moses', 'Trevor Donovan', 'Olek Krupa', 'Alex Sparrow', 'Robert Davi', 'Amanda Righetti', 'Justin Chatwin', ""Jennifer O'Neill"", 'Dan Lauria', 'Lesley-Anne Down', 'Will Wallace']",['English'],6.2,$25.0M
Grotesquerie,"['Crime', 'Drama', 'Horror']","['Niecy Nash', 'Courtney B. Vance', 'Nicholas Alexander Chavez', 'Micaela Diamond', 'Raven Goodwin', 'Lesley Manville', 'Joshua Bitton', 'Brooke Smith', 'Travis Kelce', 'Conrad Bluth', 'Kathryn Hunter', 'Victoria Abbott', 'Santino Fontana', 'Spenser Granese', 'Tom Virtue', 'David St. James', 'Al-Shabazz Jabateh', 'Tessa Ferrer']",['English'],6.1,$0
Kaiju No. 8,"['Animation', 'Action', 'Adventure', 'Sci-Fi']","['Masaya Fukunishi', 'Asami Seto', 'Adam McArthur', 'Wataru Kato', 'Genta Nakamura', 'Nazeeh Tarsha', 'Ai Fairouz', 'Kengo Kawanishi', 'Sayaka Senbongi', 'Landon McDonald', 'Ben Stegmair', 'Yuuki Shin', 'Keisuke Kômoto', 'Nene Hieda', 'Howard Wang', 'Shunsuke Takeuchi', 'Ryosuke Higa', 'Jonah Scott']",['Japanese'],8.3,$0
Dìdi,"['Comedy', 'Drama']","['Izaac Wang', 'Joan Chen', 'Shirley Chen', 'Zhang Li Hua', 'Mahaela Park', 'Raul Dial', 'Aaron Chang', 'Chiron Cillia Denk', 'Sunil Mukherjee Maurillo', 'Montay Boseman', 'Alysha Syed', 'Alaysia Simmons', 'Tarnvir Kamboj', 'Shiu Fang Wang', 'Jayden Chiang', 'Joziah Lagonoy', 'Joshua Hankerson', 'Georgie August']","['English', 'Mandarin']",7.3,$0
Hellboy: The Crooked Man,"['Action', 'Horror', 'Mystery', 'Thriller']","['Jack Kesy', 'Jefferson White', 'Adeline Rudolph', 'Leah McNamara', 'Suzanne Bertish', 'Joseph Marcell', 'Martin Bassindale', 'Hannah Margetson', 'Bogdan Haralambov', 'Carola Colombo', 'Siyana Nacheva', 'Anton Trendafilov', 'Jonathan Yunger', 'Michael Flemming', 'Nathan Cooper', 'Laura Giosh', 'William Knox', 'Svetlana Atanasova']",['English'],4.5,$20.0M
Cunk on Life,['Comedy'],"['Diane Morgan', 'Douglas Hedley', 'Rupert Sheldrake', 'Alison Wright', 'Celia Deane-Drummond', 'Paul Nurse', 'Jim Al-Khalili', 'Joyce Harper', 'Prokar Dasgupta', 'Anil Seth', 'Ruth Adams', 'Joanna Woodall', 'Greg Dart', 'Stephen Case', 'Ruth Chang', 'Peter Kail', 'Richard Thomson', 'Brian Cox']",['English'],7.3,$0
Queen of Tears,"['Comedy', 'Drama', 'Romance']","['Kim Soo-hyun', 'Kim Ji-won', 'Park Sung-hoon', 'Kwak Dong-yeon', 'Lee Joo-bin', 'Kim Kap-su', 'Lee Mi-sook', 'Jung Jin-young', 'Na Young-hee', 'Jeon Bae-soo', 'Hwang Young-hee', 'Kim Jung-nan', 'Kim Joo-ryung', 'Jang Yoon-ju', 'Kim Do-hyun', 'Tom Choi', 'Yoon Bo-mi', 'Nicole Fong']","['Korean', 'English', 'German']",8.2,$0
A Thousand Blows,"['Drama', 'History', 'Sport']","['Malachi Kirby', 'Stephen Graham', 'Erin Doherty', 'James Nelson-Joyce', 'Jason Tobin', 'Jemma Carlton', 'Ziggy Heath', 'Francis Lovehall', 'Morgan Hilaire', 'Darci Shaw', 'Daniel Mays', 'Will Bagnall', 'Jerome Wright', 'Stanley Morgan', 'Ned Dennehy', 'Elliot Cable', 'Elliot Warren', 'Albina Bulatova']",['English'],8.1,$0
Senna,"['Biography', 'Drama', 'Sport']","['Gabriel Leone', 'Kaya Scodelario', 'Matt Mella', 'Patrick Kennedy', 'Arnaud Viard', 'Steven Mackintosh', 'Camila Márdila', 'Marco Ricca', 'Susana Ribeiro', 'Gabriel Louchard', 'Pâmela Tomé', 'Alice Wegmann', 'Bernardo De Paula', 'Bernardo Vasconcellos Guimarães', 'Ceri Foster', 'Johannes Heinrichs', 'Keisuke Hoashi', 'Christian Malheiros']","['Portuguese', 'English']",8.2,$0
The Prosecutor,"['Action', 'Thriller']","['Donnie Yen', 'Julian Cheung', 'Francis Ng', 'Kent Cheng', 'Michael Hui', 'Kong Lau', 'Michael Tin Fu Cheung', 'Kang Yu', 'Adam Pak', 'Shirley Chan', 'Ho Yeung Fung', 'Ray Lui', 'Mark Ho-nam Cheng', 'Sisley Choi', 'Mandy Wong', 'Justin Cheung', 'Ming-Chuen Wang', 'Pak-Hong Chu']",['Cantonese'],6.9,$40.3M
Apartment 7A,"['Horror', 'Thriller']","['Julia Garner', 'Dianne Wiest', 'Kevin McNally', 'Jim Sturgess', 'Marli Siu', 'Rosy McEwen', 'Andrew Buchan', 'Anton Blake Horowitz', 'Raphael Sowole', 'Tina Gray', 'Patrick Lyster', 'Rachel Atkins', 'Andre Lillis', 'Simon Adkins', 'Lukas McFarlane', 'Dylan Baldwin', 'Sean Browne', 'David Bardsley']",['English'],5.8,$0
Sleeping Dogs,"['Crime', 'Mystery', 'Thriller']","['Russell Crowe', 'Karen Gillan', 'Marton Csokas', 'Tommy Flanagan', 'Thomas M. Wright', 'Harry Greenwood', 'Pacharo Mzembe', 'Lynn Gilmartin', 'Paula Arundell', 'Elizabeth Blackmore', 'Kelly Greyson', 'Arthur Angel', 'Adam T Perkins', 'Ming-Zhu Hii', 'Simon Maiden', 'Jasper Bagg', 'Jane Harber', 'Cessalee Stovall']",['English'],6.2,$0
The First Omen,['Horror'],"['Nell Tiger Free', 'Ralph Ineson', 'Sonia Braga', 'Tawfeek Barhom', 'Maria Caballero', 'Charles Dance', 'Bill Nighy', 'Nicole Sorace', 'Ishtar Currie-Wilson', 'Andrea Arcangeli', 'Guido Quaglione', 'Dora Romano', 'Michelangelo Dalisi', 'Anton Alexander', 'Mia McGovern Zaini', 'Eugenia Delbue', 'Charita Cecamore', 'Federica Santoro']","['English', 'Italian']",6.5,$30.0M
Slingshot,"['Sci-Fi', 'Thriller']","['Casey Affleck', 'Laurence Fishburne', 'Emily Beecham', 'Tomer Capone', 'David Morrissey', 'Charlotta Lövgren', 'Mark Ebulué', 'Nikolett Barabas', 'Ágota Dunai', 'Nahna James', 'Ferenc Iván Szabó', 'Harry Szovik']",['English'],5.7,$0
The Jetty,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Jenna Coleman', 'Archie Renaux', 'Laura Marcus', 'Bo Bragason', 'Amelia Bullmore', 'Ruby Stokes', 'Tom Glynn-Carney', 'Weruche Opia', 'Matthew McNulty', 'Ralph Ineson', 'David Ajala', 'Shannon Watson', 'Miya Ocego', 'Nina Barker-Francis', 'Clare Calbraith', 'Dominic Coleman', 'Eleanor Nawal', 'Georgina Rich']",['English'],6.4,$0
A Good Girl's Guide to Murder,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Emma Myers', 'Zain Iqbal', 'Asha Banks', 'Raiko Gohara', 'Jude Morgan-Collie', 'Yali Topol Margalith', 'Henry Ashton', 'Yasmin Al-Khudhairi', 'Mathew Baynton', 'Gary Beadle', 'Anna Maxwell Martin', 'Jackson Bews', 'Kamari Loyd', 'Rahul Pattni', 'Carla Woodcock', 'India Lillie Davies', 'Matthew Chambers', 'Orla Hill']",['English'],6.8,$0
Lift,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","['Kevin Hart', 'Gugu Mbatha-Raw', 'Sam Worthington', ""Vincent D'Onofrio"", 'Úrsula Corberó', 'Billy Magnussen', 'Yun Jee Kim', 'Viveik Kalra', 'Jean Reno', 'Jacob Batalon', 'Burn Gorman', 'Paul Anderson', 'David Proud', 'Oli Green', 'Ross Anderson', 'Stefano Skalkotos', 'Martina Avogadri', 'Jess Liaudin']","['English', 'Italian']",5.5,$0
Weekend in Taipei,"['Action', 'Thriller']","['Luke Evans', 'Lun-Mei Gwei', 'Sung Kang', 'Wyatt Yang', 'Pernell Walker', 'Yi-ching Lu', 'Patrick Pei-hsu Lee', 'Enrique Alonso Concha Cornejo', 'Zach Ireland', 'Alain Figlarz', 'Chung-Hua Tou', 'Denny Gou Chiang-Lee', 'Philip Lyu', 'Tjarret Yong', 'Welly Yang', 'Virginia Chien', 'Erin Adele Clark', 'Janet Hsieh']","['English', 'Mandarin']",5.7,$0
Young Hearts,"['Drama', 'Family']","['Lou Goossens', 'Marius De Saeger', 'Geert Van Rampelberg', 'Emilie De Roo', 'Dirk van Dijck', 'Jul Goossens', 'Ezra Van Dongen', 'Olivier Englebert', 'Olga De Saeger', 'Wim Opbrouck', 'Florence Hebbelynck', 'La Diva', 'Saar Rogiers', 'Jill Malfroot', 'Cassie Alcendor', 'Samba Thiam', 'Sam Michiels', 'Marie Gevaert']","['Dutch', 'French']",8.2,$0
Killer Heat,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['Joseph Gordon-Levitt', 'Shailene Woodley', 'Richard Madden', 'Clare Holman', 'Babou Ceesay', 'Abbey Lee', 'Eleni Vergeti', 'Dimitris Topalidis', 'Christos Efthimou', 'Harper Linnane', 'Politi', 'Konstantina Aleuronta', 'Alexandros Koch', 'Nikolaos Kokolakis', 'Panagiotis Kalofolias', 'Christos Sirmakezis', 'Foteini Batsara', 'Nikolaos Poursanidis']","['English', 'Greek']",5.6,$0
The Instigators,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Matt Damon', 'Casey Affleck', 'Hong Chau', 'Jack Harlow', 'Michael Stuhlbarg', 'Alfred Molina', 'Owen Earls', 'Natalie Carter', 'Walter Liebman', 'André De Shields', 'Ron Perlman', 'Rob Gronkowski', 'Toby Jones', 'Slate Holmgren', 'Ronnie Cho', 'Sheika Murray', 'Perry Strong', 'Nick Trice']",['English'],6.2,$0
Poppa's House,['Comedy'],"['Damon Wayans', 'Damon Wayans Jr.', 'Essence Atkins', 'Tetona Jackson', 'River Blossom', 'Caleb Johnson', 'Geoffrey Owens', 'Wendy Raquel Robinson', 'Bryan Safi', 'Michael Wayans', 'Chris Marrs', 'Tommy Davidson', 'Kim Wayans', 'Avery Clyde', 'Lamorne Morris', 'Adriyan Rae', 'Phil Beauman', 'Howard Alonzo']",['English'],6.4,$0
I Want to Talk,['Drama'],"['Abhishek Bachchan', 'Ahilya Bamroo', 'Nirvan Patnaik', 'Johny Lever', 'Tom McLaren', 'Janet Carter', 'Kristin Goddard', 'Joe Russell', 'Caprice Ott', 'Mike Sears', 'Eliza Kim', 'Julia Megan Sullivan', 'Charles Karafotas', 'Jayant Kripalani', 'Kathy Blaze Jefferson', 'Billy Minshall', 'David Moskowitz', 'Robert Ramirez']",['Hindi'],7.1,$0
Sidelined: The QB and Me,['Romance'],"['Siena Agudong', 'Noah Beck', 'Drew Ray Tanner', 'James Van Der Beek', 'Deborah Cox', 'Asia Lizardo', 'Jake Foy', 'Kendall Cross', 'Jason Fernandes', 'Josh Zaharia', 'Mia Shanks', 'Samantha Montgomery-Swan', 'Chris Wood', 'Peter Kelamis', 'Leanne Allen', 'Jia Curtis', 'Austyn Lamont', 'Lola Clare']",['English'],5.9,$0
Sight Unseen,"['Crime', 'Drama']","['Dolly Lewis', 'Agam Darshi', 'Jarod Joseph', 'Roger Cross', 'Tony Giroux', 'Daniel Gillies', 'Ennis Esmer', 'Alice Christina-Corrigan', 'Brass', 'Tegan Moss', 'Alec Santos', 'Jaeson Lee', 'Kelcey Mawema', 'Matty Finochio', 'Luke Humphrey', 'Zach Smadu', 'Juan Riedinger', 'Sean Owen Roberts']",['English'],6.2,$0
Mean Girls,"['Comedy', 'Musical']","['Angourie Rice', 'Reneé Rapp', ""Auli'i Cravalho"", 'Jaquel Spivey', 'Avantika', 'Bebe Wood', 'Christopher Briney', 'Jenna Fischer', 'Busy Philipps', 'Tina Fey', 'Tim Meadows', 'Lindsay Lohan', 'Jon Hamm', 'Ashley Park', 'Connor Ratliff', 'Mahi Alam', 'John El-Jor', 'Brian Altemus']",['English'],5.6,$36.0M
Light Shop,"['Drama', 'Horror', 'Mystery', 'Thriller']","['Bae Sung-woo', 'Ju Ji-hoon', 'Park Bo-young', 'Lee Jeong-eun', 'Kim Seol-hyun', 'Um Tae-goo', 'Minha Kim', 'Park Hyuk-kwon', 'Kim Dae-myung', 'Shin Eun-soo', 'Kim Seon-hwa', 'Kim Ki-hae', 'Rich Ting', 'Trish Le', 'Brian Kim McCormick', 'Narea Kang', 'Victoria Grace', 'Rebecca Wang']",['Korean'],7.8,$0
Maxton Hall: The World Between Us,"['Drama', 'Romance']","['Harriet Herbig-Matten', 'Damian Hardung', 'Sonja Weißer', 'Fedja van Huêt', 'Andrea Guo', 'Justus Riesner', 'Ben Felipe', 'Runa Greiner', 'Govinda Gabriel Cholleti', 'Hyun Wanner', 'Martin Neuhaus', 'Julia-Maria Köhler', 'Cosima Leonie Wiesend', 'Esmael Agostinho', 'Frederic Balonier', 'Eli Riccardi', 'Eidin Jalali', 'Serena Posadino']",['German'],7.5,$0
The Strangers: Chapter 1,['Horror'],"['Madelaine Petsch', 'Ryan Bown', 'Matus Lajcak', 'Olivia Kreutzova', 'Letizia Fabbri', 'Froy Gutierrez', 'Ben Cartwright', 'Stevee Davies', 'Richard Brake', 'Pedro Leandro', 'Ema Horvath', 'Janis Ahern', 'William Lee Rayner', 'Rafaella Biscayn', 'Pablo Sandstrom', 'Sara Freedland', 'Alexander Markland', 'Dominic Kotúc']",['English'],4.6,$8.5M
An Update on Our Family,"['Documentary', 'Drama']","['Hannah Cho', 'Sophie Ross', 'Harold Earls', 'Rachel Earls', 'Channon Rose', 'Sean Cannell']",['English'],5.4,$0
Sookshma Darshini,"['Comedy', 'Mystery', 'Thriller']","['Nazriya Nazim', 'Basil Joseph', 'Akhila Bhargavan', 'Merin Philip', 'Deepak Parambol', 'Pooja Mohanraj', 'Sidharth Bharathan', 'Kottayam Ramesh', 'Manohari Joy', 'Naushad Ali', 'Jaya Kurup', 'Gopan Mangat', 'Rini Udayakumar', 'James', 'Aparna Ram', 'Saraswathi Menon', 'Hezzah Mehak', 'Aathira Rajeev']",['Malayalam'],7.8,$0
Bandidos,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Alfonso Dosal', 'Ester Expósito', 'Juan Pablo Medina', 'Mabel Cadena', 'Juan Pablo Fuentes Acevedo', 'Andrea Chaparro', 'Bruno Bichir', 'Nicolás Furtado', 'Andres Baida', 'Fermín Martínez', 'Nicolás Palomino', 'Ximena Lamadrid', 'Adrian Ladron', 'Pol Hermoso', 'Luis Vegas', 'Allie Moreno', 'Ari Albarrán', 'Roberto Romano']",['Spanish'],6.6,$0
Standing on the Shoulders of Kitties,"['Comedy', 'Music']","['Mike Smith', 'Billy Bob Thornton', 'Robb Wells', 'John Paul Tremblay', 'Patrick Roach', 'Ronnie Wood', 'Tom Mayhue', 'Brad Stella', 'Zach Selwyn', 'Peter Lesperance', 'Andy Gallant', 'Dale Murray', 'Robert Sheehan', 'Duff McKagan', 'Maisy Stella', 'Lennon Stella', 'Eric Burdon', 'Rick Nielsen']",['English'],6.3,$0
Exhuma,"['Drama', 'Horror', 'Mystery', 'Thriller']","['Kim Go-eun', 'Choi Min-sik', 'Lee Do-hyun', 'Kim Sun-young', 'Jung Yun-Ha', 'Yoo Hae-jin', 'Baek Seung-chul', 'Kim Jae-cheol', 'Derek Chouinard', 'Hong Seo-jun', 'Kim Tae-joon', 'Kim Hee-sang', 'Kim So-sook', 'Park Ji-il', 'Jeon Jin-ki', 'Jang Eui-don', 'Yoon Jung-Hoon', 'Lee Yeong-ran']","['Korean', 'English', 'Japanese']",6.9,$0
Before,"['Drama', 'Thriller']","['Billy Crystal', 'Jacobi Jupe', 'Maria Dizzia', 'Ava Lalezarzadeh', 'Rosie Perez', 'Judith Light', 'Lex Storm Hodgkinson', 'Hope Davis', 'Rebecca Ruane', 'Sakina Jaffrey', 'Miriam Shor', 'Robert Townsend', 'Delia Cunningham', 'Jorie Blake Rosen', 'Neo Vela', 'Julia Chan', 'Will Hochman', 'Danika Bike']",['English'],6.1,$0
Vermiglio,"['Drama', 'History']","['Tommaso Ragno', 'Roberta Rovelli', 'Martina Scrinzi', 'Giuseppe De Domenico', 'Carlotta Gamba', 'Orietta Notari', 'Santiago Fondevila', 'Rachele Potrich', 'Anna Thaler', 'Patrick Gardner', 'Enrico Panizza', 'Luis Thaler', 'Simone Benedetti', 'Sara Serraiocco', 'Leone Gubert']",['Italian'],6.9,$0
Aftermath,"['Action', 'Thriller']","['Dylan Sprouse', 'Mason Gooding', 'Megan Stott', 'Dichen Lachman', 'Derek K. Moore', 'Jason Armani Martinez', 'Mark Dancewicz', 'Daniel Rios Jr.', 'Ashley Pynn', 'Mark Pettograsso', 'Shahjehan Khan', 'Mark Irvingsen', 'Joshua Wolf Coleman', 'Will Lyman', 'Nick Apostolides', 'Jared Frenke', 'Tanner Zagarino', 'Tj Ciarametaro']",['English'],5.1,$0
Bodkin,"['Comedy', 'Drama', 'Mystery', 'Thriller']","['Siobhán Cullen', 'Robyn Cara', 'Chris Walley', 'David Wilmot', 'Will Forte', 'Pom Boyd', 'Ger Kelly', 'Seán Óg Cairns', 'Charlie Kemp', 'Kerri McLean', 'David Pearse', 'Amy Conroy', 'Denis Conway', 'Charlie Kelly', 'Peter Bankolé', 'Sabine Timoteo', 'Mae Higgins', 'John Olohan']",['English'],6.9,$0
Spaceman,"['Adventure', 'Drama', 'Sci-Fi']","['Adam Sandler', 'Carey Mulligan', 'Paul Dano', 'Kunal Nayyar', 'Isabella Rossellini', 'Lena Olin', 'Petr Papánek', 'Marian Roden', 'Zuzana Stivínová', 'Sinead Phelps', 'Sunny Sandler', 'John Flanders', 'Bash Doran', 'Petr Bláha', 'Mikulas Cizek', 'Jessica Bechynová', 'Sona Beaumont', 'Kimberly Han']",['English'],5.7,$40.0M
Back to Black,"['Biography', 'Drama', 'Music']","['Marisa Abela', 'Eddie Marsan', ""Jack O'Connell"", 'Lesley Manville', 'Juliet Cowan', 'Sam Buchanan', 'Pete Lee-Wilson', 'Thelma Ruby', 'Michael S. Siegel', 'Matilda Thorpe', 'Anna Darvas', 'Tracey Lushington', ""Ryan O'Doherty"", 'Spike Fearn', 'Harley Bird', 'Francesca Henry', 'Liv Longborne', 'Tuwaine Barrett']",['English'],6.3,$30.0M
Sugarcane,['Documentary'],"['Willie Sellars', 'Charlene Belleau', 'Whitney Spearing', 'Ed Archie Noisecat', 'Julian Brave NoiseCat', 'Kyé7e', 'Jean William', 'Rosalin Sam', 'Rick Gilbert', 'Anna Gilbert', 'Larry Emile', 'Martina Pierre', 'Laird Archie', 'Justin Trudeau', 'Pope Francis', 'Louis Lougen', 'Wesley Jackson', 'Cecilia Paul']","['English', 'Aboriginal', 'French']",7.0,$0
Griselda,"['Biography', 'Crime', 'Drama']","['Sofía Vergara', 'Alberto Guerra', 'Juliana Aidén Martinez', 'Martín Rodríguez', 'Jose Velazquez', 'Orlando Pineda', 'Martín Fajardo', 'Vanessa Ferlito', 'Camilo Jimenez Varon', 'Fredy Yate', 'Christian Tappan', 'Julieth Restrepo', 'José Zúñiga', 'Diego Trujillo', 'Maximiliano Hernández', 'Gabriel Sloyer', 'Michael Reilly Burke', 'Paulina Dávila']","['English', 'Spanish']",7.2,$0
Night Call,"['Action', 'Thriller']","['Jonathan Feltre', 'Natacha Krief', 'Jonas Bloquet', 'Thomas Mustin', 'Romain Duris', 'Sam Louwyck', 'Nabil Mallat', 'Claire Bodson', 'Graham Guit', 'Marco Maas', 'Edson Anibal', 'Warda Rammach', 'Arnaud Kafuka', ""Toni d'Antonio"", 'Valentin Wilbaux', 'Lucile Vignolles', 'Sophie Sénécaut', 'Martin Goossens']",['French'],6.9,$0
My Lady Jane,"['Comedy', 'Drama', 'Fantasy', 'History', 'Romance']","['Emily Bader', 'Edward Bluemel', 'Anna Chancellor', 'Rob Brydon', ""Kate O'Flynn"", 'Henry Ashton', 'Oliver Chris', 'Dominic Cooper', 'Isabella Brownson', 'Robyn Betteridge', 'Christian Patterson', 'Jordan Peters', 'Abbie Hern', 'Joe Klocek', 'Stewart Scudamore', 'Brandon Grace', 'Tallulah Greive', 'Máiréad Tyers']",['English'],7.4,$0
Tabaah,['Drama'],"['Harman Brar', 'Wamiqa Gabbi', 'Dheeraj Kumar', 'Deepak Narang', 'Kanwaljit Singh', 'Kavi Singh', 'Parmish Verma']",['Punjabi'],5.5,$72.0K
A Gentleman in Moscow,"['Drama', 'History', 'Thriller']","['Ewan McGregor', 'Johnny Harris', 'Leah Harvey', 'John Heffernan', 'Lyès Salem', 'Mary Elizabeth Winstead', 'Daniel Cerqueira', 'Björn Hlynur Haraldsson', 'Dee Ahluwalia', 'Anna Madeley', 'Fehinti Balogun', 'Anastasia Hille', 'Lily Newmark', 'Alexa Goodall', 'Jason Forbes', 'Billie Gadsdon', 'Penny Downie', 'Leah Balmforth']",['English'],7.4,$0
Rifle Club,['Action'],"['Anurag Kashyap', 'Dileesh Pothan', 'Vijayaraghavan', 'Vani Viswanath', 'Vishnu Agasthya', 'Unnimaya Prasad', 'Darshana Rajendran', 'Hanumankind', 'Navani Devanand', 'Senna Hegde', 'Suresh Krishna', 'Vineeth Kumar', 'Surabhi Lakshmi', 'Ramzan Muhammed', 'Vincy Aloshious', 'Ponnamma Babu', 'Sooraj Cherukat', 'Natesh Hegde']",['Malayalam'],7.0,$2.4M
Damaged,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Samuel L. Jackson', 'Vincent Cassel', 'Gianni Capaldi', 'Kate Dickie', 'John Hannah', 'Laura Haddock', 'Brian McCardie', 'Elaine C. Smith', 'Brian Pettifer', 'Robert Jack', 'John Arnold', 'Dylan Blore', 'Samantha Coughlan', 'Elizabeth Rose Ewing', 'Emma Findlay', 'Michael Guest', 'Mark Holden', 'Sureni Kay']",['English'],4.7,$0
Under the Bridge,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Lily Gladstone', 'Vritika Gupta', 'Chloe Guidry', ""Javon 'Wanna' Walton"", 'Izzy G.', 'Aiyana Goodfellow', 'Ezra Faroque Khan', 'Archie Panjabi', 'Riley Keough', 'Matt Craven', 'Daniel Diemer', 'Meg Roe', 'Nazeem Jang', 'Anoop Desai', 'Isabella Leon', 'Dayah Brar', 'Maya Da Costa', 'Arta Negahban']",['English'],7.2,$0
